interaction_id,call_id,lead_id,enquiry_ref,customer_id,interaction_date,created_at,month,source_channel,campaign_name,medium,device_type,region,call_count,lead_count,qualified_calls,qualified_leads,is_sales_qualified,opportunities,closed_won_count,booked_jobs,converted_flag,media_cost_aud,sales_value_aud,job_value_aud,revenue_aud,provided_qualified_rate_pct,provided_conversion_rate_pct,call_status,lead_status,outcome_status
INT-00441,CALL-030440,LEAD-050497,ENQ-07220,CUST-DUP-04,2026-01-23,2026-01-23T13:37:00,2026-01,Paid Search,Brand Protect AU,cpc,Desktop,WA,4,5,1,3,1,1,0,0,0,815.33,1975.39,,,60,0,answered,opportunity,pending
INT-00442,,LEAD-050498,ENQ-07220,CUST-01157,2026-03-11,2026-03-11T09:30:00,2026-03,Email,Quote Follow Up,email,Mobile,WA,3,7,1,5,1,2,0,0,0,,,,,71.43,0,missed,opportunity,lost
INT-00443,CALL-030442,LEAD-050499,ENQ-DUP-026,CUST-01156,2026-03-15,2026-03-15T12:17:00,2026-03,Paid Search,Brand Protect AU,cpc,Mobile,NSW,3,0,0,0,0,0,0,0,0,332.18,,,,,,voicemail,disqualified,no_answer
INT-00444,CALL-030443,LEAD-050500,ENQ-07221,CUST-01158,2026-03-11,2026-03-11T15:18:00,2026-03,Organic Search,SEO Local Pages,organic,Desktop,WA,1,3,0,2,1,1,0,1,1,,2099.78,1804.82,,66.67,0,answered,opportunity,booked
INT-00445,CALL-030444,,ENQ-07222,CUST-01162,2026-01-21,2026-01-21T16:42:00,2026-01,Paid Social,Retargeting Social,CPC,Mobile,NSW,5,1,1,0,1,0,0,0,0,304.1,,,,0,0,answered,closed_won,pending
INT-00446,CALL-030445,LEAD-050502,ENQ-07222,CUST-01156,2026-02-20,2026-02-20T10:08:00,2026-02,Email,Nurture Reactivation,email,Tablet,WA,3,4,0,1,1,0,0,0,0,,,,,25,0,voicemail,qualified,pending
INT-00447,,,ENQ-07223,CUST-01156,2026-03-12,2026-03-12T08:01:00,2026-03,Paid Search,Emergency Lead Capture,cpc,Tablet,WA,3,2,0,1,1,0,0,0,0,374.65,,,,50,0,abandoned,qualified,won
INT-00448,CALL-030447,LEAD-050505,ENQ-07223,CUST-01158,2026-01-22,2026-01-22T12:03:00,2026-01,Paid Social,Lookalike Call Trial,cpc,Mobile,QLD,3,4,0,1,1,0,0,0,0,345.66,,,,25,0,answered,qualified,pending
INT-00449,CALL-030448,LEAD-050506,ENQ-07224,CUST-01153,2026-02-07,2026-02-07T10:04:00,2026-02,Email,Newsletter Promo,email,Tablet,WA,0,2,0,0,0,0,0,0,0,,,,,0,0,missed,closed_lost,won
INT-00450,CALL-030449,LEAD-050507,ENQ-07224,CUST-01159,2026-03-08,2026-03-08T16:00:00,2026-03,Direct,Phone Number Recall,direct,Desktop,TAS,2,1,1,0,1,0,0,0,0,,,,,0,0,missed,disqualified,booked
INT-00451,CALL-030450,,ENQ-07225,CUST-01153,2026-02-27,2026-02-27T10:21:00,2026-02,Paid Social,Meta Lead Gen NSW,cpc,Desktop,SA,3,6,1,2,1,2,0,0,0,456.92,4230.53,,,33.33,0,voicemail,opportunity,lost
INT-00452,CALL-030451,,ENQ-07225,CUST-DUP-05,2026-01-25,2026-01-25T13:34:00,2026-01,Referral,Partner Network,referral,Mobile,WA,3,3,0,2,1,1,0,0,0,,1594.59,,,66.67,0,voicemail,opportunity,no_answer
INT-00453,,LEAD-050510,ENQ-07226,CUST-01158,2026-03-04,2026-03-04T15:08:00,2026-03,Organic Search,Content Hub,organic,Tablet,VIC,1,4,0,1,1,0,0,0,0,,,,,25,132,answered,qualified,no_answer
INT-00454,,LEAD-050511,ENQ-07226,CUST-01159,2026-01-20,2026-01-20T14:23:00,2026-01,Paid Search,Emergency Lead Capture,cpc,Mobile,WA,3,4,0,1,1,0,0,0,0,,,,,25,0,abandoned,qualified,no_answer
INT-00455,CALL-030454,LEAD-050513,ENQ-07227,CUST-01159,2025-12-28,2025-12-28T11:01:00,2025-12,Organic Search,SEO Local Pages,organic,Mobile,NSW,0,4,0,2,1,1,0,0,0,,1467.62,,,50,,answered,opportunity,lost
INT-00456,CALL-030455,LEAD-050514,ENQ-07227,CUST-01165,2026-03-04,2026-03-04T16:46:00,2026-03,Display,YouTube Display,display,Tablet,NSW,4,3,2,0,1,0,0,0,0,406.87,,,,0,0,missed,opportunity,no_answer
INT-00457,CALL-030456,LEAD-050515,ENQ-07228,CUST-01152,2026-01-25,2026-01-25T17:04:00,2026-01,Display,Display Awareness,display,Mobile,VIC,3,2,0,0,0,0,0,0,0,332,,,,0,,missed,disqualified,won
INT-00458,CALL-030457,LEAD-050516,ENQ-07228,CUST-01155,2026-01-09,2026-01-09T13:21:00,2026-01,Paid Social,Meta Lead Gen NSW,cpc,Tablet,VIC,5,5,3,1,1,0,0,0,0,868.97,,,,,0,missed,qualified,booked
INT-00459,,LEAD-050517,ENQ-07229,CUST-01160,2026-03-12,2026-03-12T10:51:00,2026-03,Email,Quote Follow Up,email,Mobile,NSW,2,4,1,1,1,0,0,0,0,,,,,25,0,missed,qualified,booked
INT-00460,CALL-030459,LEAD-050518,ENQ-DUP-027,CUST-01167,2025-12-19,2025-12-19T17:34:00,2025-12,Organic Search,SEO Local Pages,organic,Mobile,TAS,0,0,0,0,0,0,0,0,0,,,,,,,missed,closed_won,booked
INT-00461,CALL-030460,LEAD-050519,ENQ-07230,CUST-01160,2026-02-14,2026-02-14T08:35:00,2026-02,Email,Quote Follow Up,email,Tablet,SA,0,6,0,3,1,1,0,0,0,,1820.19,,,50,0,answered,opportunity,lost
INT-00462,CALL-030461,LEAD-050520,ENQ-07230,CUST-01164,2026-03-28,2026-03-28T17:47:00,2026-03,Paid Search,Brand Protect AU,cpc,Mobile,QLD,4,4,2,1,1,0,0,0,0,461.48,,,,25,0,voicemail,qualified,booked
INT-00463,CALL-030462,LEAD-050522,ENQ-07231,CUST-DUP-06,2026-03-28,2026-03-28T14:13:00,2026-03,Paid Search,High Intent Search,cpc,Desktop,VIC,6,1,3,0,1,1,0,0,0,296,533.2,,,0,0,abandoned,opportunity,no_answer
INT-00464,CALL-030463,LEAD-050523,ENQ-07231,CUST-01169,2026-02-20,2026-02-20T12:59:00,2026-02,Referral,Broker Referral,referral,Mobile,VIC,1,7,0,2,1,1,0,0,0,,,,,28.57,0,answered,opportunity,booked
INT-00465,,LEAD-050524,ENQ-07232,CUST-01154,2025-12-30,2025-12-30T15:26:00,2025-12,Referral,AFFILIATE WARM LEADS,referral,Mobile,NSW,0,3,0,0,0,0,0,0,0,,,,,0,0,voicemail,qualified,pending
INT-00466,CALL-030465,LEAD-050525,ENQ-07232,CUST-01162,2026-02-04,2026-02-04T16:38:00,2026-02,paid search,High Intent Search,cpc,Tablet,TAS,2,4,0,2,1,1,0,0,0,356.03,,,,50,0,voicemail,opportunity,no_answer
INT-00467,CALL-030466,,ENQ-07233,CUST-01157,2026-01-10,2026-01-10T17:55:00,2026-01,Direct,Phone Number Recall,direct,Desktop,WA,2,1,1,0,1,0,0,0,0,,,,,,0,answered,qualified,pending
INT-00468,,LEAD-050527,ENQ-07233,CUST-01168,2026-01-08,2026-01-08T14:09:00,2026-01,Email,Newsletter Promo,email,Tablet,TAS,1,6,0,3,1,2,0,0,0,,2177.23,,,50,0,missed,opportunity,booked
INT-00469,,LEAD-050528,ENQ-07234,CUST-01166,2026-01-23,2026-01-23T13:43:00,2026-01,Paid Social,Retargeting Social,cpc,Tablet,VIC,5,4,0,1,1,0,0,0,0,553.19,,,,25,0,missed,qualified,pending
INT-00470,CALL-030469,,ENQ-07234,CUST-01173,2025-12-20,2025-12-20T08:42:00,2025-12,Display,Display Awareness,display,Tablet,NSW,3,1,1,0,1,0,0,0,0,243.87,,,,0,0,answered,disqualified,no_answer
INT-00471,CALL-030470,LEAD-050531,ENQ-07235,CUST-01158,2026-03-23,2026-03-23T17:01:00,2026-03,Paid Social,Meta Lead Gen NSW,cpc,Desktop,SA,0,0,0,0,0,0,0,0,0,,,,,,,missed,disqualified,no_answer
INT-00472,,LEAD-050532,ENQ-07235,CUST-01174,2026-01-12,2026-01-12T10:02:00,2026-01,Email,Nurture Reactivation,email,Mobile,NSW,1,3,0,1,1,0,0,0,0,,,,,33.33,0,abandoned,qualified,lost
INT-00473,,LEAD-050533,ENQ-07236,CUST-01172,2026-01-27,2026-01-27T09:14:00,2026-01,Paid Search,Emergency Lead Capture,cpc,Desktop,VIC,2,0,1,0,1,1,0,1,1,271.24,401.23,1617.09,,,,voicemail,opportunity,booked
INT-00474,,LEAD-050534,ENQ-07236,CUST-DUP-07,2025-12-21,2025-12-21T15:16:00,2025-12,Direct,Phone Number Recall,direct,Desktop,WA,4,3,1,1,1,0,0,0,0,,,,,33.33,0,answered,qualified,lost
INT-00475,,LEAD-050535,ENQ-07237,CUST-01171,2026-02-27,2026-02-27T15:42:00,2026-02,Referral,Partner Network,referral,Tablet,NSW,1,1,0,0,0,0,0,0,0,,,,,0,0,abandoned,closed_won,won
INT-00476,CALL-030475,,ENQ-07237,CUST-01169,2025-12-24,2025-12-24T17:51:00,2025-12,Paid Search,High Intent Search,cpc,Desktop,WA,3,5,1,3,1,1,0,0,0,710.72,723.49,,,60,0,answered,opportunity,won
INT-00477,CALL-030476,LEAD-050537,ENQ-DUP-028,CUST-01163,2026-03-08,2026-03-08T12:31:00,2026-03,Referral,Partner Network,referral,Desktop,QLD,2,3,1,1,1,0,0,0,0,,,,,33.33,0,abandoned,qualified,lost
INT-00478,,LEAD-050539,ENQ-07238,CUST-01172,2025-12-20,2025-12-20T15:26:00,2025-12,Organic Search,SEO Local Pages,organic,Mobile,WA,1,0,0,0,1,0,0,0,0,,,,,,,answered,qualified,no_answer
INT-00479,,LEAD-050540,ENQ-07239,CUST-01165,2026-02-23,2026-02-23T15:32:00,2026-02,Email,Nurture Reactivation,email,Tablet,SA,0,4,0,0,0,0,0,0,0,,,,,0,0,missed,disqualified,no_answer
INT-00480,CALL-030479,LEAD-050541,ENQ-07239,CUST-01163,2026-02-01,2026-02-01T12:15:00,2026-02,Paid Search,Emergency Lead Capture,cpc,Tablet,NSW,2,3,0,1,1,0,0,0,0,422.18,,,,33.33,0,voicemail,qualified,no_answer
INT-00481,,LEAD-050542,ENQ-07240,CUST-01177,2026-03-16,2026-03-16T08:21:00,2026-03,Organic Search,SEO Local Pages,organic,Desktop,TAS,3,1,0,0,0,0,0,0,0,,,,,0,0,answered,disqualified,lost
INT-00482,CALL-030481,,ENQ-07240,CUST-01161,2026-02-10,2026-02-10T08:00:00,2026-02,Referral,Partner Network,REFERRAL,Tablet,TAS,3,1,0,0,1,0,0,1,1,,,670.49,,0,0,answered,disqualified,booked
INT-00483,CALL-030482,LEAD-050544,ENQ-07241,CUST-01170,2026-01-08,2026-01-08T15:24:00,2026-01,Display,Programmatic Retargeting,display,Desktop,SA,0,2,0,1,1,0,0,0,0,,,,,50,0,abandoned,qualified,won
INT-00484,,LEAD-050545,ENQ-07241,CUST-01177,2026-02-19,2026-02-19T08:12:00,2026-02,Paid Search,Emergency Lead Capture,cpc,Tablet,WA,3,3,1,1,1,0,0,0,0,459.66,,,,33.33,0,answered,qualified,no_answer
INT-00485,CALL-030484,LEAD-050546,ENQ-07242,CUST-DUP-08,2025-12-31,2025-12-31T13:41:00,2025-12,Organic Search,SEO Local Pages,organic,Desktop,WA,2,6,0,2,1,1,0,0,0,,651.64,,,33.33,0,voicemail,opportunity,booked
INT-00486,CALL-030485,LEAD-050548,ENQ-07242,CUST-01177,2025-12-15,2025-12-15T08:21:00,2025-12,Email,Quote Follow Up,email,Desktop,QLD,3,1,1,2,1,0,0,0,0,,,,,200,0,voicemail,qualified,won
INT-00487,CALL-030486,,ENQ-07243,CUST-01164,2026-02-28,2026-02-28T17:27:00,2026-02,Paid Social,Meta Lead Gen NSW,cpc,Tablet,TAS,5,5,3,1,1,0,0,0,0,664.22,,,,20,0,voicemail,qualified,no_answer
INT-00488,CALL-030487,LEAD-050550,ENQ-07243,CUST-01163,2026-01-11,2026-01-11T17:06:00,2026-01,Organic Search,Organic Maps,organic,Desktop,VIC,0,3,0,1,1,1,0,0,0,,1170.81,,,33.33,0,answered,opportunity,lost
INT-00489,CALL-030488,LEAD-050551,ENQ-07244,CUST-01172,2026-02-02,2026-02-02T13:08:00,2026-02,Display,YouTube Display,display,Desktop,SA,4,3,1,0,1,1,0,0,0,,1621.41,,,0,,answered,opportunity,pending
INT-00490,CALL-030489,LEAD-050552,ENQ-07244,CUST-01168,2025-12-26,2025-12-26T16:33:00,2025-12,Paid Social,Meta Lead Gen NSW,cpc,Desktop,TAS,5,1,1,0,1,0,0,0,0,274.17,,,,0,0,answered,opportunity,lost
INT-00491,,LEAD-050553,ENQ-07245,CUST-01177,2026-03-11,2026-03-11T15:04:00,2026-03,Paid Search,High Intent Search,cpc,Tablet,WA,2,5,0,1,1,0,0,0,0,431.05,,,,20,0,voicemail,qualified,pending
INT-00492,,LEAD-050554,ENQ-07245,CUST-01166,2025-12-16,2025-12-16T11:24:00,2025-12,Organic Search,Content Hub,organic,Mobile,SA,2,2,1,1,1,0,0,0,0,,,,,50,0,voicemail,qualified,won
INT-00493,,LEAD-050555,ENQ-07246,CUST-01173,2026-03-23,2026-03-23T09:17:00,2026-03,Paid Social,Lookalike Call Trial,cpc,Desktop,TAS,5,4,2,2,1,0,0,0,0,685.59,,,,50,0,abandoned,qualified,lost
INT-00494,,,ENQ-DUP-029,CUST-01180,2025-12-16,2025-12-16T09:53:00,2025-12,Organic Search,ORGANIC MAPS,organic,Tablet,TAS,1,3,0,2,1,1,0,1,1,,,2007,,,,missed,opportunity,booked
INT-00495,CALL-030494,LEAD-050558,ENQ-07247,CUST-01170,2026-03-15,2026-03-15T13:37:00,2026-03,Paid Search,High Intent Search,cpc,Tablet,WA,0,3,0,1,1,0,0,0,0,78.44,,,,33.33,0,abandoned,qualified,lost
INT-00496,CALL-030495,LEAD-050559,ENQ-07247,CUST-DUP-00,2025-12-28,2025-12-28T11:45:00,2025-12,Direct,Returning Visitors,direct,Mobile,VIC,3,4,0,1,1,0,0,0,0,,,,,25,0,answered,qualified,booked
INT-00497,CALL-030496,,ENQ-07248,CUST-01182,2025-12-26,2025-12-26T14:00:00,2025-12,paid search,Brand Protect AU,cpc,Mobile,WA,2,2,1,0,1,0,0,0,0,262.55,,,,0,0,abandoned,new,pending
INT-00498,,LEAD-050561,ENQ-07248,CUST-01167,2026-03-09,2026-03-09T12:48:00,2026-03,Paid Search,Emergency Lead Capture,cpc,Mobile,WA,4,2,1,1,1,0,0,0,0,383.75,,,,50,0,answered,qualified,lost
INT-00499,CALL-030498,LEAD-050562,ENQ-07249,CUST-01173,2026-02-24,2026-02-24T13:28:00,2026-02,Paid Search,High Intent Search,cpc,Desktop,QLD,2,6,4,1,1,0,0,0,0,283.19,,,,16.67,0,abandoned,qualified,lost
INT-00500,CALL-030499,,ENQ-07249,CUST-01176,2025-12-31,2025-12-31T10:31:00,2025-12,Paid Search,Brand Protect AU,cpc,Desktop,NSW,2,3,0,1,1,0,0,0,0,290.91,,,,33.33,0,answered,qualified,no_answer
INT-00501,CALL-030500,LEAD-050565,ENQ-07250,CUST-01167,2026-03-23,2026-03-23T12:21:00,2026-03,Direct,Returning Visitors,direct,Desktop,WA,4,3,2,1,1,0,0,0,0,,,,,33.33,0,missed,qualified,pending
INT-00502,CALL-030501,LEAD-050566,ENQ-07250,CUST-01173,2025-12-20,2025-12-20T12:39:00,2025-12,Paid Search,High Intent Search,cpc,Mobile,SA,2,5,1,1,1,0,0,0,0,,,,,20,0,answered,qualified,lost
INT-00503,CALL-030502,LEAD-050567,ENQ-07251,CUST-01182,2025-12-30,2025-12-30T11:01:00,2025-12,Email,Nurture Reactivation,email,Tablet,WA,1,1,0,0,1,0,0,0,0,,,,,0,0,abandoned,closed_won,no_answer
INT-00504,,,ENQ-07251,CUST-01182,2026-03-03,2026-03-03T15:36:00,2026-03,Referral,Affiliate Warm Leads,referral,Mobile,VIC,3,1,1,0,1,0,0,0,0,,,,,0,0,answered,closed_lost,no_answer
INT-00505,,LEAD-050569,ENQ-07252,CUST-01169,2026-01-01,2026-01-01T08:58:00,2026-01,Paid Search,High Intent Search,cpc,Tablet,NSW,2,3,0,1,1,1,0,0,0,330.86,1052.66,,,33.33,0,answered,opportunity,won
INT-00506,CALL-030505,LEAD-050570,ENQ-07252,CUST-01178,2026-02-11,2026-02-11T16:08:00,2026-02,Paid Social,Meta Lead Gen NSW,cpc,Tablet,VIC,2,5,1,2,1,1,0,0,0,408.06,1507.7,,,149,0,answered,opportunity,no_answer
INT-00507,CALL-030506,LEAD-050571,ENQ-07253,CUST-DUP-01,2025-12-31,2025-12-31T15:45:00,2025-12,Paid Social,Meta Lead Gen NSW,cpc,Desktop,SA,3,1,0,0,0,0,0,1,1,223.3,,1473.87,,0,,missed,opportunity,booked
INT-00508,CALL-030507,LEAD-050572,ENQ-07253,CUST-01178,2026-03-28,2026-03-28T08:08:00,2026-03,Organic Search,Organic Maps,organic,Tablet,NSW,2,4,0,2,1,0,0,1,1,,,1268.52,,50,0,answered,qualified,booked
INT-00509,CALL-030508,LEAD-050574,ENQ-07254,CUST-01177,2026-01-07,2026-01-07T14:41:00,2026-01,Paid Social,Lookalike Call Trial,cpc,Desktop,VIC,3,1,0,0,1,0,0,1,1,396.11,,1529.47,,0,0,voicemail,disqualified,booked
INT-00510,CALL-030509,LEAD-050575,ENQ-07254,CUST-01175,2026-01-08,2026-01-08T08:48:00,2026-01,Paid Search,Brand Protect AU,cpc,Desktop,NSW,1,5,0,3,1,1,0,0,0,248.91,,,,60,0,missed,opportunity,pending
INT-00511,,,ENQ-DUP-030,CUST-01187,2026-02-07,2026-02-07T14:57:00,2026-02,Referral,Partner Network,referral,Desktop,WA,0,1,0,0,0,0,0,0,0,,,,,0,0,abandoned,new,lost
INT-00512,CALL-030511,,ENQ-07255,CUST-01178,2026-02-17,2026-02-17T17:55:00,2026-02,Direct,Direct / Unknown,direct,Tablet,TAS,4,0,2,0,1,1,0,1,1,,444.62,1625.6,,,,missed,opportunity,booked
INT-00513,,LEAD-050578,ENQ-07256,CUST-01186,2026-02-18,2026-02-18T16:21:00,2026-02,Email,Quote Follow Up,email,Desktop,SA,0,1,0,0,0,0,0,0,0,,,,,0,0,missed,closed_won,won
INT-00514,,LEAD-050579,ENQ-07256,CUST-01173,2026-03-25,2026-03-25T14:24:00,2026-03,Paid Social,Lookalike Call Trial,cpc,Mobile,VIC,2,3,0,0,1,0,0,0,0,360.36,,,,,0,voicemail,new,won
INT-00515,,LEAD-050580,ENQ-07257,CUST-01177,2026-02-23,2026-02-23T17:54:00,2026-02,Referral,Broker Referral,referral,Mobile,TAS,3,4,0,1,1,0,0,1,1,,,696.58,,25,0,missed,qualified,booked
INT-00516,CALL-030515,LEAD-050581,ENQ-07257,CUST-01173,2026-02-02,2026-02-02T08:10:00,2026-02,Email,Newsletter Promo,email,Tablet,QLD,3,0,2,0,1,0,0,0,0,,,,,,,abandoned,new,lost
INT-00517,,LEAD-050583,ENQ-07258,CUST-01172,2025-12-28,2025-12-28T11:19:00,2025-12,Direct,Direct / Unknown,direct,Tablet,NSW,2,1,1,0,1,0,0,0,0,,,,,0,0,missed,opportunity,won
INT-00518,,LEAD-050584,ENQ-07258,CUST-DUP-02,2025-12-21,2025-12-21T11:20:00,2025-12,Display,YouTube Display,display,Mobile,NSW,0,4,0,2,1,0,0,0,0,197.42,,,,50,0,missed,qualified,lost
INT-00519,,LEAD-050585,ENQ-07259,CUST-01187,2026-03-30,2026-03-30T11:48:00,2026-03,Organic Search,Organic Maps,ORGANIC,Desktop,WA,3,0,0,0,1,0,0,0,0,,,,,,,missed,disqualified,no_answer
INT-00520,CALL-030519,,ENQ-07259,CUST-01189,2025-12-22,2025-12-22T13:47:00,2025-12,Referral,Partner Network,referral,Desktop,SA,0,6,0,3,1,1,0,0,0,,1003.32,,,50,0,answered,opportunity,won
